modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
First Class,Consumer,United States,Dublin,Ohio,43017,East,Material de Escritório,Papel,22.704,6,0.2,8.2302,0.3625
First Class,Consumer,United States,Dublin,Ohio,43017,East,Material de Escritório,Fichários,19.776,4,0.7,-13.8432,-0.7
First Class,Consumer,United States,Dublin,Ohio,43017,East,Móveis,Decoração,72.704,4,0.2,19.0848,0.26250000000000007
First Class,Consumer,United States,Dublin,Ohio,43017,East,Tecnologia,Máquinas,479.988,4,0.7,-383.9904,-0.8
First Class,Consumer,United States,Dublin,Ohio,43017,East,Material de Escritório,Arte,27.168,2,0.2,2.7168,0.1
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Material de Escritório,Arte,2.2,1,0.0,0.968,0.43999999999999995
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Móveis,Mesas,622.45,5,0.0,136.939,0.21999999999999997
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Material de Escritório,Armazenamento,21.98,1,0.0,0.2198,0.01
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Móveis,Cadeiras,161.568,2,0.2,-28.2744,-0.175
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Móveis,Cadeiras,389.696,8,0.2,43.8408,0.1125
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Material de Escritório,Fichários,18.648,7,0.7,-12.432,-0.6666666666666667
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Móveis,Mesas,233.86,2,0.45,-102.048,-0.43636363636363634
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Móveis,Mesas,620.6145,3,0.45,-248.2458,-0.39999999999999997
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Material de Escritório,Fichários,5.328,2,0.7,-3.552,-0.6666666666666666
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Móveis,Decoração,258.072,3,0.2,0.0,0.0
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Tecnologia,Acessórios,617.976,3,0.2,-7.7247,-0.0125
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Material de Escritório,Papel,10.56,2,0.0,4.752,0.44999999999999996
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Material de Escritório,Papel,25.92,5,0.2,9.396,0.3625
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Móveis,Decoração,419.68,5,0.6,-356.728,-0.85
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Móveis,Decoração,11.688,3,0.6,-4.6752,-0.4
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Tecnologia,Celulares,31.984,2,0.2,11.1944,0.35
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Móveis,Mesas,177.225,5,0.5,-120.513,-0.68
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Móveis,Decoração,4.044,3,0.6,-2.8308,-0.7000000000000001
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Material de Escritório,Arte,7.408,2,0.2,1.2038,0.16249999999999998
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Móveis,Cadeiras,2001.86,7,0.0,580.5394,0.29000000000000004
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Material de Escritório,Armazenamento,166.72,2,0.0,41.68,0.25
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Material de Escritório,Papel,47.88,6,0.0,23.94,0.5
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Material de Escritório,Eletrodomésticos,1503.25,5,0.0,496.0725,0.33
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Material de Escritório,Papel,25.92,4,0.0,12.4416,0.4799999999999999
Second Class,Consumer,United States,San Francisco,California,94109,West,Móveis,Cadeiras,321.568,2,0.2,28.1372,0.08750000000000001
Standard Class,Consumer,United States,San Diego,California,92037,West,Material de Escritório,Papel,7.61,1,0.0,3.5767,0.47000000000000003
Standard Class,Consumer,United States,San Diego,California,92037,West,Tecnologia,Acessórios,3347.37,13,0.0,636.0003,0.19000000000000003
First Class,Consumer,United States,New York City,New York,10024,East,Material de Escritório,Armazenamento,80.58,6,0.0,22.5624,0.28
First Class,Consumer,United States,New York City,New York,10024,East,Material de Escritório,Envelopes,361.92,4,0.0,162.864,0.45
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Móveis,Decoração,12.132,9,0.6,-8.4924,-0.7000000000000001
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Material de Escritório,Armazenamento,82.368,2,0.2,-19.5624,-0.23750000000000002
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Material de Escritório,Armazenamento,53.92,5,0.2,4.044,0.07499999999999998
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Tecnologia,Celulares,647.904,6,0.2,56.6916,0.08750000000000001
Second Class,Consumer,United States,New York City,New York,10009,East,Tecnologia,Acessórios,20.37,3,0.0,6.9258,0.33999999999999997
Second Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Armazenamento,221.55,3,0.0,6.6465,0.029999999999999995
Second Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Fichários,17.52,5,0.2,6.132,0.35
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Material de Escritório,Eletrodomésticos,1.624,2,0.8,-4.466,-2.75
Second Class,Corporate,United States,Houston,Texas,77036,Central,Tecnologia,Máquinas,3059.982,3,0.4,-509.997,-0.16666666666666669
Second Class,Corporate,United States,Houston,Texas,77036,Central,Tecnologia,Máquinas,2519.958,7,0.4,-251.9958,-0.09999999999999999
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Tecnologia,Celulares,328.224,4,0.2,28.7196,0.08750000000000001
Standard Class,Consumer,United States,Brentwood,California,94513,West,Tecnologia,Acessórios,79.9,2,0.0,35.156,0.43999999999999995
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Material de Escritório,Arte,14.016,3,0.2,4.7304,0.3375
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Material de Escritório,Fixadores,7.56,6,0.0,0.3024,0.04
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Material de Escritório,Armazenamento,37.208,1,0.2,-7.4416,-0.2
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Material de Escritório,Envelopes,57.576,3,0.2,21.591,0.375
Second Class,Corporate,United States,San Francisco,California,94110,West,Material de Escritório,Armazenamento,725.84,4,0.0,210.4936,0.29
First Class,Consumer,United States,San Francisco,California,94109,West,Tecnologia,Acessórios,209.93,7,0.0,92.3692,0.44
First Class,Consumer,United States,San Francisco,California,94109,West,Móveis,Decoração,5.28,3,0.0,2.3232,0.43999999999999995
First Class,Consumer,United States,San Francisco,California,94109,West,Material de Escritório,Fichários,10.92,3,0.2,4.095,0.375
First Class,Corporate,United States,Inglewood,California,90301,West,Material de Escritório,Papel,8.82,2,0.0,4.0572,0.45999999999999996
First Class,Corporate,United States,Inglewood,California,90301,West,Material de Escritório,Arte,5.98,1,0.0,1.5548,0.25999999999999995
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Papel,11.648,2,0.2,4.0768,0.35000000000000003
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Papel,18.176,4,0.2,5.9072,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Armazenamento,59.712,6,0.2,5.9712,0.09999999999999999
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Etiquetas,24.84,3,0.2,8.694,0.35000000000000003
Second Class,Consumer,United States,Houston,Texas,77070,Central,Material de Escritório,Fichários,2.08,5,0.8,-3.432,-1.65
Second Class,Consumer,United States,Houston,Texas,77070,Central,Tecnologia,Celulares,1114.4,7,0.2,376.11,0.33749999999999997
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Móveis,Mesas,1038.84,5,0.2,51.942,0.05
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Material de Escritório,Papel,141.76,5,0.2,47.844,0.3375
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Tecnologia,Acessórios,239.8,5,0.2,47.96,0.19999999999999998
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Material de Escritório,Papel,31.104,6,0.2,10.8864,0.35000000000000003
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Material de Escritório,Fichários,254.058,7,0.7,-169.372,-0.6666666666666667
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Material de Escritório,Eletrodomésticos,194.528,2,0.2,24.316,0.125
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Material de Escritório,Suprimentos,961.48,5,0.2,-204.3145,-0.2125
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Material de Escritório,Fixadores,19.096,7,0.2,6.6836,0.35000000000000003
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Material de Escritório,Etiquetas,18.496,8,0.2,6.2424,0.3375
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Tecnologia,Acessórios,255.984,2,0.2,54.3966,0.2125
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Móveis,Estantes,86.97,3,0.5,-48.7032,-0.56
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Móveis,Decoração,300.416,8,0.2,78.8592,0.2625
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Móveis,Cadeiras,230.352,3,0.2,20.1558,0.0875
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Móveis,Decoração,218.352,3,0.2,-24.5646,-0.11249999999999999
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Material de Escritório,Fichários,78.6,5,0.7,-62.88,-0.8
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Material de Escritório,Fixadores,27.552,3,0.2,9.2988,0.3375
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Material de Escritório,Papel,32.4,5,0.0,15.552,0.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Material de Escritório,Armazenamento,1082.48,8,0.0,10.8248,0.01
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Material de Escritório,Papel,56.91,3,0.0,27.3168,0.48000000000000004
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Móveis,Decoração,77.6,4,0.0,38.024,0.49000000000000005
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Material de Escritório,Fichários,14.28,1,0.0,6.5688,0.4600000000000001
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Móveis,Mesas,219.075,3,0.5,-131.445,-0.6
Second Class,Corporate,United States,New York City,New York,10024,East,Móveis,Decoração,26.8,2,0.0,12.864,0.48000000000000004
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Material de Escritório,Arte,9.84,3,0.0,2.8536,0.29000000000000004
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Material de Escritório,Fichários,45.48,3,0.0,20.9208,0.46
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Material de Escritório,Arte,289.2,6,0.0,83.868,0.29
First Class,Consumer,United States,Arlington,Virginia,22204,South,Material de Escritório,Arte,4.89,1,0.0,2.0049,0.41000000000000003
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Móveis,Decoração,15.136,4,0.2,3.5948,0.23750000000000002
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Móveis,Cadeiras,466.768,2,0.2,52.5114,0.11250000000000002
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Móveis,Decoração,15.232,1,0.2,1.7136,0.1125
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Material de Escritório,Etiquetas,6.264,3,0.2,2.0358,0.325
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Móveis,Decoração,87.54,3,0.0,37.6422,0.43
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Tecnologia,Celulares,178.384,2,0.2,22.298,0.125
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Material de Escritório,Papel,15.552,3,0.2,5.4432,0.35000000000000003
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Arte,99.136,4,0.2,8.6744,0.08750000000000001
Standard Class,Home Office,United States,New York City,New York,10024,East,Móveis,Cadeiras,135.882,1,0.1,24.1568,0.17777777777777778
Standard Class,Home Office,United States,New York City,New York,10024,East,Tecnologia,Máquinas,3991.98,2,0.0,1995.99,0.5
Standard Class,Home Office,United States,New York City,New York,10024,East,Tecnologia,Celulares,275.94,6,0.0,80.0226,0.29
Standard Class,Home Office,United States,New York City,New York,10024,East,Tecnologia,Acessórios,360.0,4,0.0,129.6,0.36
Standard Class,Home Office,United States,New York City,New York,10024,East,Material de Escritório,Armazenamento,43.57,1,0.0,13.071,0.3
Standard Class,Corporate,United States,Long Beach,California,90805,West,Material de Escritório,Fixadores,7.16,2,0.0,3.58,0.5
Standard Class,Corporate,United States,Hesperia,California,92345,West,Material de Escritório,Fichários,251.52,6,0.2,81.744,0.325
Standard Class,Corporate,United States,Hesperia,California,92345,West,Tecnologia,Acessórios,99.99,1,0.0,34.9965,0.35
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Móveis,Decoração,15.992,1,0.2,0.9995,0.0625
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Tecnologia,Celulares,290.898,3,0.4,-67.8762,-0.2333333333333333
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Armazenamento,54.224,2,0.2,3.389,0.0625
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Móveis,Cadeiras,786.744,4,0.3,-258.5016,-0.32857142857142857
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Etiquetas,100.24,10,0.2,33.831,0.3375
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Fichários,37.764,6,0.7,-27.6936,-0.7333333333333333
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tecnologia,Celulares,82.8,2,0.4,-20.7,-0.25
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,20.724,2,0.7,-13.816,-0.6666666666666667
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,4.896,3,0.7,-3.4272,-0.7000000000000001
Second Class,Consumer,United States,Los Angeles,California,90045,West,Material de Escritório,Fichários,4.752,1,0.2,1.6038,0.33749999999999997
Second Class,Consumer,United States,Los Angeles,California,90045,West,Tecnologia,Copiadoras,959.984,2,0.2,335.9944,0.35
Second Class,Consumer,United States,Los Angeles,California,90045,West,Material de Escritório,Fichários,14.368,4,0.2,4.49,0.3125
Standard Class,Corporate,United States,San Francisco,California,94122,West,Material de Escritório,Fichários,7.712,2,0.2,2.7956,0.3625
Standard Class,Corporate,United States,San Francisco,California,94122,West,Móveis,Mesas,698.352,3,0.2,-17.4588,-0.025
Second Class,Consumer,United States,Layton,Utah,84041,West,Material de Escritório,Fixadores,4.96,4,0.0,2.3312,0.47
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Arte,17.856,4,0.2,1.116,0.0625
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Fichários,509.97,10,0.7,-407.976,-0.7999999999999999
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Fixadores,30.992,13,0.2,10.0724,0.325
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Tecnologia,Celulares,71.928,12,0.4,8.3916,0.11666666666666668
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Material de Escritório,Armazenamento,88.8,4,0.2,-2.22,-0.025
Standard Class,Consumer,United States,San Francisco,California,94122,West,Tecnologia,Celulares,47.976,3,0.2,4.7976,0.1
